Facility,Destination City,Supplier,Base + FSC
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","CHARLESTON, IL,61920",All Points Transport,851.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","CHARLESTON, IL,61920","RUSH INTERMODAL, INC.",871.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","CHARLESTON, IL,61920",MUSEFUL TRUCKING CO.,877.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","CHARLESTON, IL,61920",P.B INDUSTRIES,937.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","CHARLESTON, IL,61920",Big Blue Boxes,943.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","CHARLESTON, IL,61920",Cargomatic,990
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HUNTINGBURG, IN 47542",UNIX INTERMODAL INC,1318.68
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HUNTINGBURG, IN 47542",TCL Land Transportation,1320
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HUNTINGBURG, IN 47542",All Points Transport,1372.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HUNTINGBURG, IN 47542","RUSH INTERMODAL, INC.",1478.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HUNTINGBURG, IN 47542",Gulf Winds,1524.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HUNTINGBURG, IN 47542",ContainerPort Group,1574.76
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HUNTINGBURG, IN 47542",Cargomatic,1584
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HUNTINGBURG, IN 47542",P.B INDUSTRIES,1630.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HUNTINGBURG, IN 47542",GDX INC - CHICAGO,1782
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HUNTINGBURG, IN 47542",Big Blue Boxes,1821.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA",UNIX INTERMODAL INC,289.08
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA",ContainerPort Group,302.28
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA",MUSEFUL TRUCKING CO.,303.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA",NFI Industries,336.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA",Cargomatic,343.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA",Gulf Winds,363
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA",P.B INDUSTRIES,363
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA",TCL Land Transportation,363
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA",Big Blue Boxes,376.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA",GDX INC - CHICAGO,382.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA",All Points Transport,396
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","LEMONT, USA","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN",UNIX INTERMODAL INC,341.88
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN",NFI Industries,343.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN",MUSEFUL TRUCKING CO.,356.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN",ContainerPort Group,357.72
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN","UNITED INTERMODAL CARRIERS, INC.",369.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN",Cargomatic,382.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN",P.B INDUSTRIES,422.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN",All Points Transport,429
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN",Gulf Winds,442.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN",GDX INC - CHICAGO,448.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN",TCL Land Transportation,462
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN",Big Blue Boxes,508.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MUNSTER, IN","RUSH INTERMODAL, INC.",528
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","SAINT JOSEPH, MI",UNIX INTERMODAL INC,586.08
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","SAINT JOSEPH, MI",Cargomatic,594
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","SAINT JOSEPH, MI",ContainerPort Group,613.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","SAINT JOSEPH, MI",Gulf Winds,613.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","SAINT JOSEPH, MI","UNITED INTERMODAL CARRIERS, INC.",633.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","SAINT JOSEPH, MI","RUSH INTERMODAL, INC.",660
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","SAINT JOSEPH, MI",MUSEFUL TRUCKING CO.,673.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","SAINT JOSEPH, MI",TCL Land Transportation,693
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","SAINT JOSEPH, MI",All Points Transport,726
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","SAINT JOSEPH, MI",P.B INDUSTRIES,726
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","SAINT JOSEPH, MI",GDX INC - CHICAGO,728.64
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","SAINT JOSEPH, MI",Big Blue Boxes,745.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TERRE HAUTE,IN",ContainerPort Group,810.48
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TERRE HAUTE,IN",Cargomatic,818.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TERRE HAUTE,IN",UNIX INTERMODAL INC,823.68
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TERRE HAUTE,IN","RUSH INTERMODAL, INC.",871.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TERRE HAUTE,IN",Gulf Winds,897.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TERRE HAUTE,IN",All Points Transport,924
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TERRE HAUTE,IN",TCL Land Transportation,924
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TERRE HAUTE,IN",MUSEFUL TRUCKING CO.,983.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TERRE HAUTE,IN",Big Blue Boxes,990
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TERRE HAUTE,IN",GDX INC - CHICAGO,1016.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TERRE HAUTE,IN",P.B INDUSTRIES,1036.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TERRE HAUTE,IN","UNITED INTERMODAL CARRIERS, INC.",1181.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","KALIDA, OH 45853",UNIX INTERMODAL INC,962.28
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","KALIDA, OH 45853","UNITED INTERMODAL CARRIERS, INC.",963.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","KALIDA, OH 45853","RUSH INTERMODAL, INC.",1082.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","KALIDA, OH 45853",All Points Transport,1122
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","KALIDA, OH 45853",TCL Land Transportation,1128.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","KALIDA, OH 45853",Gulf Winds,1135.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","KALIDA, OH 45853",MUSEFUL TRUCKING CO.,1188
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","KALIDA, OH 45853",ContainerPort Group,1211.76
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","KALIDA, OH 45853",Big Blue Boxes,1320
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","KALIDA, OH 45853",Cargomatic,1320
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","KALIDA, OH 45853",GDX INC - CHICAGO,1425.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","KALIDA, OH 45853",P.B INDUSTRIES,1445.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI",Cargomatic,660
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI",UNIX INTERMODAL INC,678.48
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI",TCL Land Transportation,693
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI",NFI Industries,719.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI","UNITED INTERMODAL CARRIERS, INC.",739.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI",Gulf Winds,752.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI",All Points Transport,759
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI",ContainerPort Group,762.96
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI","RUSH INTERMODAL, INC.",792
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI",MUSEFUL TRUCKING CO.,851.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI",P.B INDUSTRIES,871.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI",GDX INC - CHICAGO,937.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","WAUWATOSA, WI",Big Blue Boxes,943.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI",UNIX INTERMODAL INC,658.68
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI",Cargomatic,660
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI",TCL Land Transportation,693
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI","UNITED INTERMODAL CARRIERS, INC.",699.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI",Gulf Winds,726
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI",ContainerPort Group,732.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI",NFI Industries,732.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI",All Points Transport,759
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI","RUSH INTERMODAL, INC.",792
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI",Big Blue Boxes,811.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI",P.B INDUSTRIES,844.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI",MUSEFUL TRUCKING CO.,851.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MILWAUKEE,WI",GDX INC - CHICAGO,924
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","EDGERTON,WI",UNIX INTERMODAL INC,619.08
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","EDGERTON,WI","UNITED INTERMODAL CARRIERS, INC.",620.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","EDGERTON,WI","RUSH INTERMODAL, INC.",693
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","EDGERTON,WI",TCL Land Transportation,693
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","EDGERTON,WI",All Points Transport,759
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","EDGERTON,WI",Gulf Winds,759
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","EDGERTON,WI",ContainerPort Group,780.12
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","EDGERTON,WI",MUSEFUL TRUCKING CO.,851.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","EDGERTON,WI",Big Blue Boxes,877.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","EDGERTON,WI",P.B INDUSTRIES,930.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","EDGERTON,WI",Cargomatic,937.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","EDGERTON,WI",GDX INC - CHICAGO,1013.76
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI",UNIX INTERMODAL INC,1054.68
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI","UNITED INTERMODAL CARRIERS, INC.",1095.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI",All Points Transport,1122
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI","RUSH INTERMODAL, INC.",1122
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI",Cargomatic,1135.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI",TCL Land Transportation,1161.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI",Big Blue Boxes,1188
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI",GDX INC - CHICAGO,1293.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI",ContainerPort Group,1294.92
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI",Gulf Winds,1300.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI",NFI Industries,1306.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI",MUSEFUL TRUCKING CO.,1339.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","GREEN BAY, WI",P.B INDUSTRIES,1485
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN",UNIX INTERMODAL INC,401.28
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN",NFI Industries,402.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN",MUSEFUL TRUCKING CO.,409.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN",ContainerPort Group,411.84
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN",Cargomatic,448.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN",P.B INDUSTRIES,455.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN",TCL Land Transportation,462
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN",All Points Transport,481.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN","UNITED INTERMODAL CARRIERS, INC.",488.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN",GDX INC - CHICAGO,501.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN",Gulf Winds,501.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN",Big Blue Boxes,508.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HOBART, IN","RUSH INTERMODAL, INC.",528
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TOLEDO, IL",UNIX INTERMODAL INC,836.88
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TOLEDO, IL","UNITED INTERMODAL CARRIERS, INC.",858
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TOLEDO, IL",GDX INC - CHICAGO,887.04
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TOLEDO, IL",TCL Land Transportation,891
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TOLEDO, IL",Gulf Winds,897.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TOLEDO, IL",ContainerPort Group,910.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TOLEDO, IL",All Points Transport,917.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TOLEDO, IL","RUSH INTERMODAL, INC.",924
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TOLEDO, IL",MUSEFUL TRUCKING CO.,950.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TOLEDO, IL",P.B INDUSTRIES,1042.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TOLEDO, IL",Big Blue Boxes,1062.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","TOLEDO, IL",Cargomatic,1108.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN",UNIX INTERMODAL INC,856.68
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN","UNITED INTERMODAL CARRIERS, INC.",1029.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN",All Points Transport,1089
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN","RUSH INTERMODAL, INC.",1115.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN",Big Blue Boxes,1141.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN",TCL Land Transportation,1141.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN",Gulf Winds,1161.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN",NFI Industries,1188
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN",ContainerPort Group,1211.76
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN",Cargomatic,1254
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN",MUSEFUL TRUCKING CO.,1260.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN",GDX INC - CHICAGO,1293.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","BLOOMINGTON, IN",P.B INDUSTRIES,1359.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PLEASANT PRAIRIE, WI",UNIX INTERMODAL INC,526.68
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PLEASANT PRAIRIE, WI",Cargomatic,528
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PLEASANT PRAIRIE, WI",ContainerPort Group,582.12
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PLEASANT PRAIRIE, WI",TCL Land Transportation,594
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PLEASANT PRAIRIE, WI",Gulf Winds,646.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PLEASANT PRAIRIE, WI",P.B INDUSTRIES,660
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PLEASANT PRAIRIE, WI",Big Blue Boxes,666.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PLEASANT PRAIRIE, WI","UNITED INTERMODAL CARRIERS, INC.",673.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PLEASANT PRAIRIE, WI",MUSEFUL TRUCKING CO.,699.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PLEASANT PRAIRIE, WI",All Points Transport,759
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PLEASANT PRAIRIE, WI","RUSH INTERMODAL, INC.",759
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PLEASANT PRAIRIE, WI",GDX INC - CHICAGO,778.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MICHIGAN CITY, IN",UNIX INTERMODAL INC,434.28
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MICHIGAN CITY, IN",MUSEFUL TRUCKING CO.,462
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MICHIGAN CITY, IN",ContainerPort Group,467.28
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MICHIGAN CITY, IN",Cargomatic,501.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MICHIGAN CITY, IN","UNITED INTERMODAL CARRIERS, INC.",514.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MICHIGAN CITY, IN",All Points Transport,528
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MICHIGAN CITY, IN",Gulf Winds,528
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MICHIGAN CITY, IN",P.B INDUSTRIES,534.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MICHIGAN CITY, IN",Big Blue Boxes,561
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MICHIGAN CITY, IN",GDX INC - CHICAGO,580.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MICHIGAN CITY, IN",TCL Land Transportation,594
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MICHIGAN CITY, IN","RUSH INTERMODAL, INC.",693
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PEOSTA, IA",Cargomatic,897.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PEOSTA, IA",UNIX INTERMODAL INC,922.68
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PEOSTA, IA","UNITED INTERMODAL CARRIERS, INC.",924
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PEOSTA, IA","RUSH INTERMODAL, INC.",963.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PEOSTA, IA",Gulf Winds,1075.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PEOSTA, IA",All Points Transport,1089
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PEOSTA, IA",TCL Land Transportation,1122
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PEOSTA, IA",ContainerPort Group,1131.24
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PEOSTA, IA",Big Blue Boxes,1141.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PEOSTA, IA",MUSEFUL TRUCKING CO.,1181.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PEOSTA, IA",GDX INC - CHICAGO,1206.48
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","PEOSTA, IA",P.B INDUSTRIES,1412.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","NEW FRANKEN, WI",UNIX INTERMODAL INC,1034.88
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","NEW FRANKEN, WI","RUSH INTERMODAL, INC.",1036.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","NEW FRANKEN, WI","UNITED INTERMODAL CARRIERS, INC.",1095.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","NEW FRANKEN, WI",Cargomatic,1161.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","NEW FRANKEN, WI",TCL Land Transportation,1181.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","NEW FRANKEN, WI",All Points Transport,1221
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","NEW FRANKEN, WI",Gulf Winds,1313.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","NEW FRANKEN, WI",Big Blue Boxes,1326.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","NEW FRANKEN, WI",MUSEFUL TRUCKING CO.,1346.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","NEW FRANKEN, WI",ContainerPort Group,1425.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","NEW FRANKEN, WI",GDX INC - CHICAGO,1452
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","NEW FRANKEN, WI",P.B INDUSTRIES,1551
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA",UNIX INTERMODAL INC,341.88
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA",NFI Industries,343.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA",ContainerPort Group,357.72
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA",MUSEFUL TRUCKING CO.,363
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA",Cargomatic,382.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA",P.B INDUSTRIES,422.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA",All Points Transport,429
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA",Gulf Winds,442.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA",GDX INC - CHICAGO,448.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA",TCL Land Transportation,462
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA","UNITED INTERMODAL CARRIERS, INC.",462
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA",Big Blue Boxes,481.8
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","HAMMOND, IN,USA","RUSH INTERMODAL, INC.",528
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MELROSE PARK, IL",UNIX INTERMODAL INC,341.88
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MELROSE PARK, IL","UNITED INTERMODAL CARRIERS, INC.",343.2
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MELROSE PARK, IL",NFI Industries,356.4
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MELROSE PARK, IL",Cargomatic,369.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MELROSE PARK, IL",All Points Transport,396
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MELROSE PARK, IL",TCL Land Transportation,396
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MELROSE PARK, IL",MUSEFUL TRUCKING CO.,402.6
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MELROSE PARK, IL",ContainerPort Group,406.56
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MELROSE PARK, IL","RUSH INTERMODAL, INC.",429
"CHICAGO, IL - BNSF - CHICAGO - LPC (H572)","MELROSE PARK, IL",GDX INC - CHICAGO,448.8
